%% File generated by CATS v.2.1Mon May  2 15:53:26 2016

%% The CATS webpage is http://robotics.stanford.edu/CATS

%% PARAMETER SETTINGS:
% Goods: 500; Bids: 4000; Distribution: L3; Runs: 5; Seed: 1462237465
% Legacy distribution parameters:
% Number of goods chosen according to Constant distribution (const_goods = 3).
% Price chosen according to Fixed Random distribution (low_fixed = 0, high_fixed = 1000).


goods 500
bids 4000
dummy 0

0	843.577	256	439	388	#
1	954.775	329	483	169	#
2	35.9794	88	212	315	#
3	698.345	389	428	97	#
4	780.056	309	159	225	#
5	784.384	341	51	350	#
6	364.162	211	465	236	#
7	775.264	176	407	189	#
8	478.62	382	472	48	#
9	7.43797	173	119	279	#
10	76.8909	161	448	157	#
11	581.293	314	441	386	#
12	373.131	41	109	71	#
13	464.333	147	3	195	#
14	838.484	197	358	289	#
15	359.578	370	394	335	#
16	145.342	333	151	451	#
17	218.622	334	302	236	#
18	627.003	280	127	137	#
19	537.539	75	406	386	#
20	969.535	163	455	4	#
21	863.914	281	273	200	#
22	533.36	361	336	484	#
23	264.519	226	43	47	#
24	913.943	87	8	130	#
25	855.738	178	99	411	#
26	94.17	379	402	237	#
27	882.591	307	459	314	#
28	815.389	2	433	327	#
29	247.279	152	164	478	#
30	599.77	92	148	154	#
31	834.444	259	1	191	#
32	193.533	240	372	405	#
33	457.884	373	24	152	#
34	68.7938	190	32	282	#
35	762.245	1	225	273	#
36	21.1333	167	136	111	#
37	953.259	415	444	348	#
38	830.728	57	266	175	#
39	801.385	461	154	418	#
40	416.737	1	323	0	#
41	966.243	125	296	20	#
42	907.837	39	230	460	#
43	323.023	151	374	188	#
44	576.201	178	323	377	#
45	637.092	222	89	371	#
46	637.877	437	265	327	#
47	629.318	384	157	281	#
48	509.447	186	336	142	#
49	202.144	40	243	414	#
50	228.997	472	311	447	#
51	355.272	313	132	370	#
52	398.86	346	463	190	#
53	109.812	373	147	146	#
54	188.237	160	58	330	#
55	581.085	260	106	331	#
56	645.738	279	64	9	#
57	192.773	380	253	419	#
58	815.029	477	184	487	#
59	908.916	209	173	139	#
60	921.197	352	155	100	#
61	275.289	84	290	445	#
62	201.108	193	56	28	#
63	7.98024	166	441	41	#
64	787.937	435	414	24	#
65	844.545	235	66	206	#
66	428.234	331	257	107	#
67	381.865	108	286	412	#
68	709.274	159	228	156	#
69	664.927	455	394	409	#
70	905.138	137	56	100	#
71	361.984	332	58	357	#
72	511.85	311	323	94	#
73	464.13	420	471	451	#
74	35.0956	198	421	313	#
75	581.08	219	40	120	#
76	618.423	424	330	166	#
77	70.0207	407	159	17	#
78	655.534	444	389	128	#
79	430.659	132	137	286	#
80	617.142	166	158	241	#
81	627.139	23	486	107	#
82	941.078	398	344	299	#
83	256.298	265	21	227	#
84	983.714	447	376	62	#
85	771.767	19	110	293	#
86	711.443	126	128	422	#
87	294.697	469	270	397	#
88	22.8764	110	40	327	#
89	894.457	468	192	445	#
90	335.579	222	415	295	#
91	606.407	362	479	22	#
92	345.566	376	255	39	#
93	868.928	227	77	62	#
94	673.476	422	148	28	#
95	508.128	47	381	277	#
96	448.21	172	12	277	#
97	876.243	440	213	234	#
98	747.034	143	86	127	#
99	258.483	126	160	229	#
100	210.523	230	238	279	#
101	203.16	35	9	399	#
102	81.4	252	266	24	#
103	1.18296	138	334	283	#
104	378.242	451	263	409	#
105	31.0695	437	465	95	#
106	118.883	200	120	295	#
107	617.187	146	78	394	#
108	478.745	241	349	468	#
109	463.906	78	341	491	#
110	91.4352	29	407	431	#
111	876.511	73	158	353	#
112	2.11478	177	393	102	#
113	567.557	76	158	67	#
114	120.16	38	163	131	#
115	261.143	308	204	205	#
116	760.735	293	96	423	#
117	184.576	260	267	240	#
118	466.171	210	217	414	#
119	928.789	358	238	381	#
120	813.6	432	499	453	#
121	585.62	3	142	226	#
122	920.179	195	158	121	#
