%% File generated by CATS v.2.1Tue May  3 05:14:17 2016

%% The CATS webpage is http://robotics.stanford.edu/CATS

%% PARAMETER SETTINGS:
% Goods: 1000; Bids: 4000; Distribution: L3; Runs: 5; Seed: 1462275841
% Legacy distribution parameters:
% Number of goods chosen according to Constant distribution (const_goods = 2).
% Price chosen according to Fixed Random distribution (low_fixed = 0, high_fixed = 1000).


goods 1000
bids 4000
dummy 0

0	622413	0	201	#
1	415351	771	508	#
2	367485	598	464	#
3	958738	118	197	#
4	493801	367	225	#
5	113861	507	740	#
6	196171	961	50	#
7	319682	304	677	#
8	725821	157	419	#
9	741316	778	715	#
10	51642	727	915	#
11	298513	410	401	#
12	150740	90	496	#
13	274230	127	927	#
14	387681	830	997	#
15	854091	888	223	#
16	778713	605	296	#
17	316299	213	173	#
18	786759	597	81	#
19	755664	98	414	#
20	455305	995	370	#
21	674419	970	798	#
22	853744	166	51	#
23	755065	519	963	#
24	111840	922	342	#
25	187807	649	412	#
26	55822	55	770	#
27	287550	679	297	#
28	782072	318	358	#
29	66826	176	464	#
30	32123	829	172	#
31	945505	159	220	#
32	556198	350	298	#
33	748348	325	353	#
34	327659	796	279	#
35	663112	111	153	#
36	726941	885	338	#
37	800001	794	923	#
38	209468	710	434	#
39	191689	247	700	#
40	436007	953	886	#
41	672321	991	241	#
42	11781	103	402	#
43	273942	168	270	#
44	458390	953	258	#
45	430887	903	817	#
46	191905	106	513	#
47	664490	702	643	#
48	344295	336	404	#
49	934422	691	380	#
50	116647	523	714	#
51	251744	667	701	#
52	873221	825	871	#
53	53678	972	894	#
54	244517	241	728	#
55	454922	334	767	#
56	733402	694	530	#
57	352884	13	80	#
58	322632	399	589	#
59	476372	714	457	#
60	15391	929	705	#
61	443417	21	303	#
62	27138	502	183	#
63	44704	619	252	#
64	666189	341	332	#
65	840142	210	904	#
66	986641	969	133	#
67	883850	34	874	#
68	576875	914	70	#
69	336088	426	660	#
70	731345	30	776	#
71	167117	594	676	#
72	730995	460	702	#
73	501522	172	498	#
74	994713	389	829	#
75	777705	59	384	#
76	503583	247	137	#
77	109317	779	533	#
78	194899	616	199	#
79	896749	498	454	#
80	124320	970	392	#
81	899296	83	787	#
82	372137	446	770	#
83	609656	252	783	#
84	777244	892	972	#
85	788959	637	398	#
