100,100,25472523.0,0.006350994110107422
100,100,23278305.0,0.005331993103027344
100,100,24639152.0,0.004539966583251953
100,100,22661734.0,0.003931999206542969
100,100,25860521.0,0.004346132278442383
500,100,36528387.0,0.0009210109710693359
500,100,37409295.0,0.0011529922485351562
500,100,38845269.0,0.0010459423065185547
500,100,36754126.0,0.0010530948638916016
500,100,35649277.0,0.0011470317840576172
1000,100,44673606.0,0.0011448860168457031
1000,100,44279611.0,0.0009620189666748047
1000,100,48987751.0,0.0010418891906738281
1000,100,38396365.0,0.0010039806365966797
1000,100,41167426.0,0.0015370845794677734
100,500,41223085.0,0.039137840270996094
100,500,42277192.0,0.011828184127807617
100,500,39397806.0,0.02021503448486328
100,500,43321774.0,0.008944988250732422
100,500,42232353.0,0.007756948471069336
500,500,120414100.0,0.013163089752197266
500,500,113458334.0,0.011947154998779297
500,500,115112845.0,0.014156818389892578
500,500,122692636.0,0.015789031982421875
500,500,118641413.0,0.012768030166625977
1000,500,160475715.0,0.004450082778930664
1000,500,155702106.0,0.0026929378509521484
1000,500,156448712.0,0.0024559497833251953
1000,500,151650496.0,0.005903959274291992
1000,500,158303175.0,0.0034170150756835938
100,1000,46260876.0,0.016433000564575195
100,1000,45188299.0,0.031013965606689453
100,1000,46605803.0,0.01619410514831543
100,1000,46671734.0,0.01670098304748535
100,1000,46017567.0,0.01669788360595703
500,1000,163122513.0,0.019887208938598633
500,1000,159123728.0,0.01549386978149414
500,1000,162096083.0,0.01815009117126465
500,1000,161760787.0,0.013742923736572266
500,1000,166554894.0,0.012606143951416016
1000,1000,238498690.0,0.027981996536254883
1000,1000,234621332.0,0.025916099548339844
1000,1000,238785263.0,0.02320408821105957
1000,1000,236204205.0,0.03109002113342285
1000,1000,240573178.0,0.026960134506225586
100,2000,48176857.0,0.04741406440734863
100,2000,48260812.0,0.03848695755004883
100,2000,46762033.0,0.04170703887939453
100,2000,47485715.0,0.04993915557861328
100,2000,46964388.0,0.04822492599487305
500,2000,197856718.0,0.030776023864746094
500,2000,200289169.0,0.04020214080810547
500,2000,199319547.0,0.04413485527038574
500,2000,198195698.0,0.05415797233581543
500,2000,200695238.0,0.03476691246032715
1000,2000,318437602.0,0.0364990234375
1000,2000,318707438.0,0.03722214698791504
1000,2000,328323725.0,0.02796792984008789
1000,2000,323321982.0,0.02775883674621582
1000,2000,333496524.0,0.04885697364807129
100,4000,49446126.0,0.15593194961547852
100,4000,49501763.0,0.13885998725891113
100,4000,49466036.0,0.18668603897094727
100,4000,49516883.0,0.11983990669250488
100,4000,49528298.0,0.19135713577270508
500,4000,222884952.0,0.11409211158752441
500,4000,221347285.0,0.1267390251159668
500,4000,224800331.0,0.13498783111572266
500,4000,224746216.0,0.16015887260437012
500,4000,223649601.0,0.18210697174072266
1000,4000,399073034.0,0.09956693649291992
1000,4000,402669438.0,0.1194310188293457
1000,4000,396977495.0,0.10711503028869629
1000,4000,399231811.0,0.06764006614685059
1000,4000,402892064.0,0.06482481956481934
