%% File generated by CATS v.2.1Tue May  3 05:14:02 2016

%% The CATS webpage is http://robotics.stanford.edu/CATS

%% PARAMETER SETTINGS:
% Goods: 500; Bids: 100; Distribution: L3; Runs: 5; Seed: 1462275763
% Legacy distribution parameters:
% Number of goods chosen according to Constant distribution (const_goods = 2).
% Price chosen according to Fixed Random distribution (low_fixed = 0, high_fixed = 1000).


goods 500
bids 100
dummy 0

0	125662	72	379	#
1	116816	214	246	#
2	726993	107	128	#
3	826888	152	476	#
4	224033	100	164	#
5	630972	44	249	#
6	696159	107	215	#
7	363675	130	131	#
8	555940	32	303	#
9	470678	126	290	#
10	318855	179	256	#
11	849298	164	223	#
12	407012	67	79	#
13	788978	238	496	#
14	821924	112	374	#
15	11350	307	469	#
16	606434	156	273	#
17	14518	424	488	#
18	320297	300	334	#
19	116088	419	452	#
20	137720	16	105	#
21	948474	293	497	#
22	198293	299	497	#
23	392538	28	71	#
24	525136	202	257	#
25	151701	19	175	#
26	450058	176	494	#
27	311454	254	257	#
28	97614	121	329	#
29	705761	379	404	#
30	548985	85	353	#
31	804860	6	154	#
32	162440	12	207	#
33	48001	118	272	#
34	473165	339	470	#
35	423045	96	148	#
36	728133	35	262	#
37	616915	238	344	#
38	209275	4	40	#
39	274697	68	433	#
40	931209	194	294	#
41	391397	114	393	#
42	770705	90	298	#
43	141164	349	364	#
44	85772	149	159	#
45	754481	326	398	#
46	111331	274	447	#
47	578257	90	170	#
48	988254	310	375	#
49	194231	190	423	#
50	392872	20	428	#
51	971092	199	268	#
52	81776	243	286	#
53	203800	98	408	#
54	704222	52	314	#
55	163701	2	73	#
56	484376	159	389	#
57	938375	43	346	#
58	352827	19	153	#
59	391666	159	226	#
60	991171	103	488	#
61	104782	226	315	#
62	302970	177	288	#
63	171189	40	405	#
64	609974	206	488	#
65	622824	190	306	#
66	759752	82	487	#
67	581671	405	453	#
68	230142	40	425	#
69	525581	47	160	#
70	561182	23	487	#
71	983078	360	499	#
72	761889	7	86	#
73	625657	88	198	#
74	198989	38	316	#
75	767857	227	384	#
76	733738	201	404	#
77	729075	327	469	#
78	430765	33	493	#
79	815574	115	250	#
80	474508	360	396	#
81	738629	130	198	#
82	545552	367	382	#
83	124353	256	269	#
84	817689	398	450	#
85	261169	277	357	#
86	109911	88	303	#
87	786041	123	339	#
88	794301	33	430	#
89	272666	163	177	#
90	144299	38	473	#
91	372986	23	96	#
92	178574	103	478	#
93	751918	141	304	#
94	86992	220	477	#
95	656711	78	481	#
96	531844	3	179	#
97	766349	377	378	#
98	5924	43	210	#
99	797492	453	476	#
