%% File generated by CATS v.2.1Mon May  2 15:53:11 2016

%% The CATS webpage is http://robotics.stanford.edu/CATS

%% PARAMETER SETTINGS:
% Goods: 500; Bids: 2000; Distribution: L3; Runs: 5; Seed: 1462237384
% Legacy distribution parameters:
% Number of goods chosen according to Constant distribution (const_goods = 2).
% Price chosen according to Fixed Random distribution (low_fixed = 0, high_fixed = 1000).


goods 500
bids 2000
dummy 0

0	69.4286	252	308	#
1	908.792	168	255	#
2	161.984	237	260	#
3	668.21	81	264	#
4	150.558	131	400	#
5	785.97	304	317	#
6	285.047	30	364	#
7	213.613	140	204	#
8	251.621	60	287	#
9	150.237	82	431	#
10	472.962	190	292	#
11	143.591	34	216	#
12	393.438	68	467	#
13	369.104	176	329	#
14	874.1	191	462	#
15	63.6732	28	219	#
16	746.063	79	301	#
17	473.393	153	281	#
18	59.2403	329	432	#
19	227.072	160	401	#
20	777.957	254	375	#
21	137.035	289	357	#
22	550.794	57	385	#
23	154.996	151	234	#
24	721.228	8	198	#
25	213.42	56	283	#
26	92.3818	444	449	#
27	119.232	260	464	#
28	996.497	346	387	#
29	990.878	137	493	#
30	518.797	143	404	#
31	868.108	61	117	#
32	23.9614	161	283	#
33	866.22	21	369	#
34	112.701	201	298	#
35	136.344	44	447	#
36	108.316	183	473	#
37	621.081	62	243	#
38	389.969	117	491	#
39	867.879	213	363	#
40	516.544	184	414	#
41	242.248	233	400	#
42	493.702	218	433	#
43	449.505	27	372	#
44	396.089	55	420	#
45	997.509	14	146	#
46	310.319	58	342	#
47	399.922	363	465	#
48	217.663	90	312	#
49	677.774	0	215	#
50	171.8	14	230	#
51	978.304	341	410	#
52	117.405	262	308	#
53	881.247	362	490	#
54	557.646	418	461	#
55	710.335	116	452	#
56	987.236	216	363	#
57	455.049	383	453	#
58	649.117	38	138	#
59	316.335	75	215	#
60	784.232	234	408	#
61	654.611	236	403	#
62	367.201	115	419	#
63	450.93	329	405	#
64	148.375	177	371	#
65	833.8	277	432	#
66	703.879	34	431	#
67	808.975	37	114	#
68	616.078	17	246	#
69	63.682	257	322	#
70	652.793	141	164	#
71	847.141	427	439	#
72	61.8392	414	454	#
73	691.226	10	486	#
74	888.471	394	460	#
75	740.83	308	434	#
76	294.018	23	188	#
77	609.3	7	192	#
78	920.703	300	382	#
79	414.596	190	446	#
80	259.146	347	352	#
81	706.137	16	285	#
82	759.46	202	407	#
83	20.848	41	488	#
84	92.9383	148	487	#
85	307.81	9	211	#
86	22.3444	167	229	#
87	112.871	234	248	#
88	300.087	82	496	#
89	305.088	239	419	#
90	866.881	404	432	#
91	777.571	137	311	#
92	888.324	7	450	#
93	371.93	119	199	#
94	459.031	341	439	#
95	21.2297	477	494	#
96	48.6992	293	444	#
97	214.357	44	163	#
98	831.879	65	296	#
99	895.115	144	281	#
100	421.568	5	38	#
101	34.9875	157	335	#
102	738.337	231	256	#
103	911.199	136	441	#
104	558.837	124	132	#
105	431.341	185	208	#
106	362.266	52	214	#
107	732.408	57	446	#
108	564.27	428	485	#
109	258.356	253	293	#
110	786.403	73	209	#
111	474.622	73	89	#
112	226.282	89	205	#
113	742.397	395	400	#
114	794.848	73	489	#
115	73.8834	191	395	#
116	147.163	273	425	#
117	422.286	40	139	#
118	644.194	119	457	#
119	443.353	115	350	#
120	298.926	395	497	#
121	571.426	93	205	#
122	711.352	193	303	#
123	759.212	182	397	#
124	213.245	23	402	#
125	304.416	35	492	#
126	618.08	284	492	#
127	408.069	301	407	#
128	239.862	240	453	#
129	944.416	5	221	#
130	351.562	199	213	#
131	432.849	29	344	#
132	317.421	156	397	#
133	698.111	4	453	#
134	716.261	149	367	#
135	808.7	328	363	#
136	810.295	11	400	#
137	699.95	212	298	#
138	942.771	213	317	#
139	441.076	238	336	#
140	726.36	208	457	#
141	914.365	112	462	#
142	582.427	205	251	#
143	327.763	31	317	#
144	80.0168	281	328	#
145	764.098	238	425	#
146	678.927	100	146	#
147	84.8789	7	41	#
148	72.517	401	493	#
149	146.376	347	496	#
150	236.678	129	479	#
151	770.442	151	314	#
152	882.732	223	471	#
153	340.406	175	463	#
154	915.828	33	381	#
155	211.414	301	382	#
156	185.166	141	466	#
157	254.973	115	303	#
158	751.122	49	160	#
159	461.526	6	107	#
160	511.873	54	61	#
161	241.601	124	437	#
162	200.521	138	404	#
163	494.994	82	230	#
164	459.027	279	353	#
165	955.958	250	477	#
166	523.688	47	222	#
167	229.371	425	481	#
168	699.585	95	336	#
169	309.419	264	326	#
170	23.5395	271	383	#
171	720.429	191	479	#
172	227.486	211	428	#
173	657.009	254	352	#
174	68.585	15	284	#
175	180.833	253	295	#
176	137.415	22	299	#
177	932.398	44	189	#
178	671.865	202	362	#
179	937.203	265	283	#
180	182.624	19	363	#
181	302.141	358	452	#
182	215.468	291	461	#
183	698.66	214	296	#
184	981.765	27	155	#
185	78.7243	408	453	#
186	268.544	124	349	#
187	502.435	123	421	#
188	928.193	382	480	#
189	535.833	415	481	#
190	301.742	53	399	#
191	414.118	27	271	#
192	940.534	261	282	#
193	12.1998	441	493	#
194	11.6039	42	125	#
195	773.664	184	268	#
196	264.403	75	406	#
197	296.777	68	233	#
198	353.593	411	499	#
199	322.671	116	255	#
200	659.414	166	413	#
201	954.101	51	343	#
202	770.455	446	463	#
203	549.481	16	296	#
204	784.792	15	423	#
205	592.802	80	141	#
206	381.2	44	224	#
207	719.318	61	130	#
208	217.139	261	390	#
209	392.207	108	142	#
210	562.198	85	89	#
211	286.643	60	69	#
212	815.68	273	342	#
213	693.879	168	491	#
214	762.205	257	488	#
215	468.03	72	208	#
216	598.554	227	351	#
217	520.483	48	438	#
218	13.2823	11	345	#
219	646.755	259	402	#
220	647.639	34	60	#
221	309.227	110	453	#
222	254.939	112	118	#
223	933.624	251	321	#
224	270.465	59	155	#
225	418.883	52	116	#
226	713.708	19	356	#
