%% File generated by CATS v.2.1Sun May  1 22:53:06 2016

%% The CATS webpage is http://robotics.stanford.edu/CATS

%% PARAMETER SETTINGS:
% Goods: 100; Bids: 1000; Distribution: L3; Runs: 5; Seed: 1462167016
% Legacy distribution parameters:
% Number of goods chosen according to Constant distribution (const_goods = 3).
% Price chosen according to Fixed Random distribution (low_fixed = 0, high_fixed = 1000).


goods 100
bids 1000
dummy 0

0	112.59	25	64	82	#
1	766.519	2	59	98	#
2	728.986	12	29	69	#
3	777.057	1	29	89	#
4	595.156	53	58	94	#
5	701.253	31	34	59	#
6	725.749	3	51	65	#
7	473.302	17	43	49	#
8	453.907	1	49	85	#
9	82.3347	15	52	76	#
10	417.694	1	68	72	#
11	254.078	9	47	88	#
12	138.326	1	23	26	#
13	744.789	52	88	89	#
14	99.5454	3	45	68	#
15	393.44	17	52	65	#
16	738.757	15	67	94	#
17	503.425	14	48	91	#
18	691.734	41	76	85	#
19	151.415	2	28	32	#
20	98.775	13	65	73	#
21	482.714	53	64	84	#
22	10.0794	66	84	99	#
23	913.998	64	65	86	#
24	444.239	52	69	77	#
25	915.674	20	27	50	#
26	179.257	21	35	61	#
27	932.411	64	74	95	#
28	105.214	28	63	72	#
29	29.2854	2	58	73	#
30	492.144	12	68	76	#
31	516.002	10	63	85	#
32	582.311	46	72	92	#
33	497.965	25	30	68	#
34	503.026	30	64	87	#
35	30.4856	11	47	78	#
36	614.287	3	23	54	#
37	311.226	5	61	73	#
38	54.9407	21	29	79	#
39	135.999	26	28	87	#
40	431.74	1	12	23	#
41	664.351	16	42	67	#
42	307.57	28	39	57	#
43	393.87	23	42	83	#
44	388.299	15	34	65	#
45	125.981	0	43	46	#
46	82.0922	7	67	91	#
47	620.999	65	92	97	#
48	410.736	15	37	72	#
49	586.524	53	80	99	#
50	89.3906	9	52	84	#
51	620.777	58	83	93	#
52	959.38	59	95	99	#
53	741.297	39	66	73	#
54	858.036	13	16	98	#
55	911.31	22	26	61	#
56	698.477	12	83	90	#
57	223.781	1	19	90	#
58	484.978	20	69	82	#
59	415.826	10	40	90	#
60	855.426	40	41	60	#
61	10.2215	64	72	97	#
62	496.201	0	86	98	#
63	252.198	16	25	46	#
64	988.716	53	63	98	#
65	26.0071	30	52	87	#
66	103.8	47	81	86	#
67	64.8209	33	56	67	#
68	855.082	0	37	40	#
69	503.694	57	76	79	#
70	179.917	30	43	53	#
71	939.542	35	54	93	#
72	808.816	87	88	97	#
73	682.623	41	65	82	#
74	482.945	49	52	73	#
75	810.765	6	79	98	#
76	184.159	3	17	51	#
77	970.568	71	81	95	#
78	453.16	35	56	72	#
79	609.096	1	20	23	#
80	188.75	7	64	66	#
81	465.065	25	58	74	#
82	544.798	24	44	51	#
83	700.295	9	79	81	#
84	671.396	24	37	72	#
85	10.2011	29	45	57	#
86	82.8461	12	59	87	#
87	416.352	5	25	33	#
88	377.46	32	43	52	#
89	214.65	40	51	79	#
90	882.84	22	39	63	#
91	729.423	47	59	74	#
92	555.132	4	58	81	#
93	106.728	7	16	76	#
94	121.935	70	88	89	#
95	369.451	43	77	84	#
96	25.8763	18	40	45	#
97	352.255	15	24	57	#
98	199.548	37	43	98	#
99	936.219	3	35	60	#
100	82.3348	0	60	87	#
101	211.003	67	73	78	#
102	575.84	69	73	95	#
103	806.635	30	37	59	#
104	826.959	11	25	78	#
105	657.516	34	64	87	#
106	826.322	39	48	75	#
107	888.025	14	77	93	#
108	814.665	10	42	99	#
109	342.069	2	9	15	#
110	400.873	39	82	83	#
111	649.633	32	50	52	#
112	112.778	14	62	85	#
113	364.632	4	95	97	#
114	476.338	68	69	77	#
115	71.8971	34	39	91	#
116	938.051	46	61	67	#
117	100.756	80	86	99	#
118	89.6474	3	70	75	#
119	600.242	12	33	71	#
120	292.853	9	22	64	#
121	683.2	18	38	89	#
122	47.6943	39	85	86	#
123	3.05088	40	49	96	#
124	957.326	33	89	99	#
125	265.676	1	16	48	#
126	472.466	49	52	69	#
127	60.9707	3	47	69	#
128	257.529	65	71	77	#
129	508.981	9	26	85	#
130	646.493	28	80	81	#
131	607.115	7	54	89	#
132	63.7762	60	84	91	#
133	837.797	64	82	91	#
134	473.886	7	52	56	#
135	550.011	15	24	55	#
136	893.301	30	88	95	#
137	863.562	24	81	90	#
138	369.957	57	65	95	#
139	12.0807	43	49	76	#
140	584.648	6	68	93	#
141	450.347	20	38	94	#
142	361.421	32	67	76	#
143	984.746	9	44	56	#
144	974.955	21	41	88	#
145	571.573	23	70	76	#
146	387.68	5	20	72	#
147	989.268	19	29	67	#
148	923.827	12	33	84	#
149	884.632	60	68	85	#
150	737.664	29	38	59	#
151	688.141	55	56	62	#
152	914.127	8	22	75	#
153	792.067	63	71	92	#
154	320.964	40	57	71	#
155	444.66	26	59	86	#
156	233.582	39	83	88	#
157	529.518	30	73	99	#
158	393.965	6	65	98	#
159	771.293	7	68	73	#
160	588.705	38	48	60	#
161	937.234	18	34	59	#
162	783.831	66	69	72	#
163	288.612	3	49	82	#
164	381.236	4	29	83	#
165	876.924	12	76	97	#
166	379.886	20	66	74	#
167	276.807	11	56	90	#
168	715.885	22	35	61	#
169	0.951048	16	27	56	#
170	911.929	10	35	94	#
171	151.828	42	44	45	#
172	179.362	2	50	64	#
173	830.924	9	66	90	#
174	284.998	15	18	93	#
175	448.178	7	15	76	#
176	820.072	7	23	67	#
177	352.702	12	27	79	#
178	990.125	14	56	78	#
179	140.388	7	48	81	#
180	682.317	7	62	86	#
181	584.851	37	48	99	#
182	360.618	47	87	98	#
183	385.214	17	44	75	#
184	289.526	26	85	86	#
185	827.579	11	26	73	#
186	693.38	47	51	56	#
187	16.5695	44	53	80	#
188	721.065	9	60	94	#
189	549.185	50	72	73	#
190	504.827	3	22	55	#
191	375.247	51	79	89	#
192	177.129	11	39	75	#
193	117.055	29	55	73	#
194	440.905	29	63	85	#
195	305.442	13	20	26	#
196	176.279	4	32	69	#
197	830.223	11	16	92	#
198	610.763	18	83	98	#
199	400.119	40	67	70	#
200	780.128	12	38	90	#
201	960.548	3	61	79	#
202	363.598	9	72	81	#
203	827.25	14	18	46	#
204	489.724	11	38	88	#
205	759.524	0	24	90	#
206	778.204	44	55	98	#
207	318.952	43	46	56	#
208	708.158	31	46	70	#
209	637.758	17	57	83	#
210	384.767	17	32	49	#
211	155.569	18	39	63	#
212	913.921	7	47	82	#
213	974.146	36	57	77	#
214	888.424	41	61	97	#
215	226.702	3	26	63	#
216	939.55	7	51	69	#
