%% File generated by CATS v.2.1Tue May  3 05:14:02 2016

%% The CATS webpage is http://robotics.stanford.edu/CATS

%% PARAMETER SETTINGS:
% Goods: 500; Bids: 2000; Distribution: L3; Runs: 5; Seed: 1462275766
% Legacy distribution parameters:
% Number of goods chosen according to Constant distribution (const_goods = 2).
% Price chosen according to Fixed Random distribution (low_fixed = 0, high_fixed = 1000).


goods 500
bids 2000
dummy 0

0	109370	95	357	#
1	838956	137	315	#
2	387426	277	309	#
3	711577	155	174	#
4	399391	157	411	#
5	139608	132	242	#
6	592267	20	273	#
7	225636	356	452	#
8	662629	29	100	#
9	896299	110	312	#
10	595242	286	333	#
11	279273	5	495	#
12	889261	236	351	#
13	521289	163	358	#
14	878151	340	477	#
15	322441	284	429	#
16	976443	338	381	#
17	911114	363	489	#
18	773557	45	419	#
19	198074	128	318	#
20	390027	265	458	#
21	707911	121	285	#
22	970666	181	224	#
23	716949	126	202	#
24	205944	18	262	#
25	333027	20	109	#
26	617821	221	372	#
27	812119	91	271	#
28	508273	103	263	#
29	627519	64	340	#
30	941804	184	195	#
31	859731	146	431	#
32	387045	226	477	#
33	987644	44	172	#
34	220396	82	416	#
35	980478	302	333	#
36	581995	389	477	#
37	80068	72	194	#
38	47874	233	297	#
39	235707	91	312	#
40	686919	136	345	#
41	187496	101	211	#
42	210895	373	383	#
43	222342	170	385	#
44	650885	2	448	#
45	643372	373	394	#
46	311695	23	295	#
47	941388	364	367	#
48	584199	20	70	#
49	634124	309	312	#
50	319011	220	351	#
51	177767	246	400	#
52	955320	125	376	#
53	395625	19	96	#
54	999602	84	299	#
55	368373	59	123	#
56	615575	59	102	#
57	820619	83	469	#
58	423887	180	299	#
59	856211	192	272	#
60	536769	79	226	#
61	86188	167	178	#
62	671698	133	458	#
63	8781	430	460	#
64	127249	222	442	#
65	762114	17	198	#
66	446488	322	350	#
67	317998	47	229	#
68	798480	244	389	#
69	176344	216	394	#
70	480855	208	216	#
71	868103	286	388	#
72	490185	26	223	#
73	660804	356	467	#
74	559807	379	474	#
75	450402	118	245	#
76	890187	143	280	#
77	55559	24	384	#
78	361805	50	454	#
79	784362	118	268	#
80	477380	186	447	#
81	880186	321	471	#
82	516921	12	122	#
83	360427	4	106	#
84	504202	157	466	#
85	716278	188	313	#
86	686199	91	350	#
87	109743	386	400	#
88	959364	161	241	#
89	384154	111	446	#
90	690852	150	229	#
91	610447	123	420	#
92	112654	169	236	#
93	241602	144	307	#
94	862866	344	450	#
95	711808	121	400	#
96	750918	15	361	#
97	526644	306	319	#
98	682906	154	324	#
99	70717	120	147	#
100	836760	422	450	#
101	625234	167	361	#
102	234556	101	271	#
103	96156	21	461	#
104	337483	275	416	#
105	868331	387	413	#
106	87585	146	270	#
107	554383	152	255	#
108	18892	31	363	#
109	701845	10	230	#
110	463272	216	470	#
111	640838	129	273	#
112	324013	35	38	#
113	614427	16	244	#
114	202372	106	495	#
115	635953	139	235	#
116	166859	44	196	#
117	318582	8	67	#
118	405871	3	435	#
119	465097	313	350	#
120	782016	250	396	#
121	423604	58	125	#
122	139639	350	438	#
123	133311	34	479	#
124	257167	94	106	#
125	324703	285	481	#
126	259937	44	395	#
127	330950	148	149	#
128	222295	263	349	#
129	668642	2	157	#
130	935610	179	273	#
131	656185	137	351	#
132	420202	354	452	#
133	496383	177	184	#
134	506984	88	339	#
135	195864	223	296	#
136	691403	214	247	#
137	758502	205	236	#
138	857775	345	428	#
139	390603	356	382	#
140	785113	142	409	#
141	147505	32	198	#
142	895898	106	391	#
143	598282	68	220	#
144	479092	28	93	#
145	187213	458	485	#
146	187324	48	403	#
147	899214	58	100	#
148	735843	237	289	#
149	904807	50	397	#
150	394056	69	460	#
151	964923	286	455	#
152	613210	190	460	#
153	624356	94	193	#
154	297141	110	324	#
155	171448	207	337	#
156	22128	141	417	#
157	947039	22	132	#
158	686912	122	214	#
159	179822	244	314	#
160	895820	296	414	#
161	605094	58	203	#
162	858563	23	421	#
163	455344	208	447	#
164	80399	119	145	#
165	922805	98	401	#
166	428904	279	484	#
167	349750	147	292	#
168	352908	7	473	#
169	214618	124	402	#
170	491587	46	117	#
171	544484	41	493	#
172	549438	60	430	#
173	770595	62	416	#
174	39350	151	300	#
175	639173	239	432	#
176	888113	174	363	#
177	592544	299	455	#
178	123373	276	486	#
179	178811	82	468	#
180	314238	244	363	#
181	767005	109	213	#
182	396567	354	370	#
183	330090	284	359	#
184	696672	75	379	#
185	107197	250	384	#
186	738862	308	326	#
187	47212	408	443	#
188	478925	16	236	#
189	325463	68	493	#
190	311781	156	265	#
191	888116	54	266	#
192	351310	120	328	#
193	667902	268	427	#
194	951789	153	308	#
195	552615	10	171	#
196	455720	368	471	#
197	357808	352	455	#
198	161465	400	471	#
199	785862	300	421	#
200	465452	152	241	#
201	855296	275	489	#
202	326554	404	483	#
203	16923	185	450	#
204	861807	4	82	#
205	394857	61	418	#
206	522542	9	451	#
207	148165	299	423	#
208	728886	231	311	#
209	355352	19	333	#
210	196545	450	477	#
211	363479	206	320	#
212	139597	102	467	#
213	139638	315	483	#
214	89489	9	450	#
215	940930	167	469	#
216	550248	24	248	#
217	582220	99	223	#
218	38599	83	248	#
219	518860	358	481	#
220	758276	328	352	#
221	698244	157	238	#
222	555675	71	231	#
223	426347	124	247	#
224	717409	280	456	#
225	368140	19	177	#
226	200771	71	202	#
227	823632	115	321	#
228	515650	80	465	#
229	398330	102	117	#
230	513357	429	454	#
231	951943	111	296	#
232	882384	280	301	#
233	185618	314	377	#
234	32224	93	294	#
235	633316	54	69	#
236	839168	131	482	#
237	864028	168	448	#
238	767551	448	455	#
239	829423	24	55	#
240	291635	413	442	#
241	547706	200	458	#
242	154125	20	267	#
243	26161	104	492	#
244	83675	0	181	#
245	868617	32	144	#
246	768599	162	365	#
247	91487	115	243	#
248	15635	255	303	#
249	6629	105	109	#
250	925145	100	314	#
251	113412	279	379	#
252	640779	13	278	#
253	432578	88	360	#
254	146541	169	224	#
255	290762	415	456	#
256	983326	59	112	#
257	539211	214	488	#
258	649618	145	247	#
259	870636	129	313	#
260	210900	49	470	#
261	674679	148	468	#
262	577496	339	445	#
263	598142	254	417	#
264	948478	241	273	#
265	499406	130	281	#
266	171788	63	209	#
267	843833	42	43	#
268	171278	306	352	#
269	398473	78	445	#
270	232174	219	357	#
271	60598	455	474	#
272	903902	267	297	#
273	903354	80	489	#
274	599868	286	483	#
275	81178	182	352	#
276	176602	139	479	#
277	580086	181	246	#
278	466478	373	467	#
279	680344	318	360	#
280	980595	456	464	#
281	138372	73	271	#
282	942604	37	170	#
283	870659	71	467	#
284	281959	129	372	#
285	730255	427	468	#
286	464313	32	432	#
287	955302	2	239	#
288	192791	66	311	#
289	867491	94	463	#
290	678862	347	465	#
291	344944	103	453	#
292	790242	377	496	#
293	339500	250	333	#
294	730944	148	414	#
295	124101	29	89	#
296	487046	442	482	#
297	678313	248	326	#
298	21669	58	205	#
299	356243	258	442	#
300	983639	351	476	#
301	71139	199	340	#
302	52108	125	304	#
303	411425	419	425	#
304	786208	143	378	#
305	794939	42	213	#
306	25590	18	435	#
307	340880	227	315	#
308	242649	51	179	#
