%% File generated by CATS v.2.1Mon May  2 15:53:26 2016

%% The CATS webpage is http://robotics.stanford.edu/CATS

%% PARAMETER SETTINGS:
% Goods: 500; Bids: 100; Distribution: L3; Runs: 5; Seed: 1462237461
% Legacy distribution parameters:
% Number of goods chosen according to Constant distribution (const_goods = 3).
% Price chosen according to Fixed Random distribution (low_fixed = 0, high_fixed = 1000).


goods 500
bids 100
dummy 0

0	338.45	327	98	21	#
1	128.711	153	279	453	#
2	473.782	307	269	31	#
3	267.296	180	140	326	#
4	625.374	456	444	439	#
5	777.951	298	214	313	#
6	165.796	59	426	344	#
7	586.094	338	403	271	#
8	627.89	258	318	492	#
9	19.5049	401	88	424	#
10	577.539	491	315	400	#
11	920.794	218	361	198	#
12	977.876	202	24	198	#
13	75.3232	140	190	406	#
14	310.368	101	49	476	#
15	271.247	261	480	283	#
16	516.029	437	308	432	#
17	621.841	230	317	176	#
18	899.128	240	477	59	#
19	875.002	423	15	272	#
20	496.108	290	26	452	#
21	310.768	218	25	241	#
22	54.0325	33	315	484	#
23	484.964	212	340	295	#
24	685.731	459	158	193	#
25	515.524	205	350	187	#
26	472.912	404	235	246	#
27	827.779	383	222	183	#
28	773.867	127	109	390	#
29	275.987	231	153	154	#
30	758.991	36	367	17	#
31	340.593	257	6	210	#
32	745.189	284	155	89	#
33	664.187	330	267	487	#
34	229.355	146	6	326	#
35	533.858	326	53	306	#
36	131.441	265	309	276	#
37	43.6234	101	40	49	#
38	649.258	361	265	479	#
39	577.823	231	411	323	#
40	299.976	41	28	18	#
41	944.858	1	224	247	#
42	177.425	467	57	382	#
43	960.385	307	441	303	#
44	189.615	165	59	333	#
45	530.028	174	272	163	#
46	57.5175	264	466	385	#
47	313.936	29	319	353	#
48	154.001	9	199	128	#
49	868.947	398	460	403	#
50	840.901	473	396	392	#
51	758.882	308	186	98	#
52	822.578	458	266	462	#
53	499.448	420	9	466	#
54	175.887	386	260	108	#
55	361.469	385	42	13	#
56	139.377	316	94	276	#
57	994.621	257	256	399	#
58	448.592	152	367	357	#
59	553.601	39	260	57	#
60	989.745	169	278	222	#
61	509.608	73	481	108	#
62	810.585	346	57	356	#
63	612.271	357	120	452	#
64	75.1889	203	216	426	#
65	530.6	434	404	179	#
66	378.458	119	387	432	#
67	546.295	422	6	237	#
68	946.479	489	203	431	#
69	298.708	122	478	160	#
70	640.506	345	85	152	#
71	987.979	203	256	179	#
72	355.173	349	222	406	#
73	631.351	124	352	8	#
74	355.638	150	255	407	#
75	937.391	67	230	51	#
76	333.721	307	374	3	#
77	113.821	339	49	458	#
78	479.705	34	174	329	#
79	456.89	125	311	212	#
80	664.298	475	323	27	#
81	883.69	453	399	72	#
82	904.385	230	275	79	#
83	663.565	135	382	498	#
84	646.528	493	258	298	#
85	480.699	204	6	342	#
86	43.7828	485	414	483	#
87	617.245	144	493	305	#
88	324.255	392	219	82	#
89	484.796	159	363	269	#
90	553.909	218	304	483	#
91	951.733	438	435	302	#
92	581.512	278	459	382	#
93	914.984	285	461	228	#
94	720.181	79	104	89	#
95	346.919	348	70	53	#
96	767.854	405	30	463	#
97	611.618	44	346	178	#
98	298.121	294	196	173	#
99	189.439	176	464	427	#
