%% File generated by CATS v.2.1Mon May  2 15:53:32 2016

%% The CATS webpage is http://robotics.stanford.edu/CATS

%% PARAMETER SETTINGS:
% Goods: 500; Bids: 2000; Distribution: L3; Runs: 5; Seed: 1462237503
% Legacy distribution parameters:
% Number of goods chosen according to Constant distribution (const_goods = 3).
% Price chosen according to Fixed Random distribution (low_fixed = 0, high_fixed = 1000).


goods 500
bids 2000
dummy 0

0	251.744	374	198	33	#
1	364.226	480	289	348	#
2	700.074	325	120	74	#
3	314.797	114	347	442	#
4	673.301	110	351	218	#
5	655.283	327	342	231	#
6	863.976	451	14	379	#
7	494.424	290	0	411	#
8	916.928	361	229	374	#
9	749.618	481	87	349	#
10	516.529	10	265	429	#
11	515.18	410	61	471	#
12	516.966	490	260	194	#
13	676.981	324	21	344	#
14	85.0178	372	162	411	#
15	809.878	385	94	23	#
16	903.97	479	152	206	#
17	489.077	368	155	191	#
18	847.612	224	292	112	#
19	22.5211	306	49	102	#
20	174.907	180	219	247	#
21	268.667	418	458	108	#
22	218.73	276	121	37	#
23	642.435	263	233	2	#
24	746.222	494	176	116	#
25	631.898	50	10	82	#
26	653.602	135	204	234	#
27	149.208	122	26	179	#
28	424.94	213	376	368	#
29	821.513	113	249	315	#
30	832.193	484	167	233	#
31	891.084	26	159	382	#
32	682.95	318	103	57	#
33	738.594	175	359	306	#
34	32.6428	72	374	328	#
35	169.475	277	454	19	#
36	169.632	128	439	322	#
37	510.506	145	436	125	#
38	854.368	398	205	458	#
39	252.247	179	128	206	#
40	747.986	90	163	289	#
41	442.687	207	104	307	#
42	701.002	162	381	185	#
43	288.427	277	367	360	#
44	589.41	358	273	401	#
45	451.947	362	181	190	#
46	683.306	373	270	181	#
47	347.005	462	302	487	#
48	112.292	442	476	136	#
49	328.921	185	151	301	#
50	852.231	421	117	346	#
51	52.4688	381	378	52	#
52	799.571	2	9	460	#
53	427.358	16	465	163	#
54	922.263	427	282	109	#
55	539.736	343	159	247	#
56	180.42	419	60	209	#
57	627.866	423	202	405	#
58	895.232	462	14	299	#
59	701.144	176	55	346	#
60	511.206	80	351	484	#
61	673.801	234	132	482	#
62	244.718	336	114	47	#
63	948.148	302	209	0	#
64	940.891	396	97	168	#
65	226.938	144	457	214	#
66	571.232	277	93	180	#
67	960.38	136	25	18	#
68	196.021	289	192	301	#
69	240.59	166	6	381	#
70	888.305	40	16	15	#
71	144.734	291	274	252	#
72	70.4664	193	207	7	#
73	497.822	411	290	308	#
74	949.665	161	337	388	#
75	777.132	183	110	361	#
76	255.068	64	67	326	#
77	412.424	358	82	75	#
