%% File generated by CATS v.2.1Mon May  2 15:53:32 2016

%% The CATS webpage is http://robotics.stanford.edu/CATS

%% PARAMETER SETTINGS:
% Goods: 1000; Bids: 2000; Distribution: L3; Runs: 5; Seed: 1462237508
% Legacy distribution parameters:
% Number of goods chosen according to Constant distribution (const_goods = 3).
% Price chosen according to Fixed Random distribution (low_fixed = 0, high_fixed = 1000).


goods 1000
bids 2000
dummy 0

0	115.469	368	319	419	#
1	989.714	878	606	546	#
2	938.704	585	621	885	#
3	682.511	247	640	824	#
4	88.0418	435	990	697	#
5	212.445	130	695	547	#
6	458.817	823	417	680	#
7	271.949	773	994	962	#
8	117.422	689	328	430	#
9	163.32	714	37	965	#
10	121.179	14	110	544	#
11	868.157	50	442	736	#
12	547.969	213	871	328	#
13	881.743	338	79	407	#
14	975.169	8	163	990	#
15	314.124	903	422	642	#
16	242.129	705	194	502	#
17	619.978	99	952	904	#
18	706.448	479	64	222	#
19	460.958	407	601	485	#
20	361.508	400	474	566	#
21	627.053	313	983	149	#
22	121.183	662	223	239	#
23	647.624	93	26	8	#
24	297.426	556	152	103	#
25	708.101	341	853	830	#
26	797.334	232	897	969	#
27	754.946	987	883	106	#
28	848.598	832	149	207	#
29	219.325	323	626	113	#
30	125.649	151	220	386	#
31	619.057	612	723	986	#
32	993.602	766	24	261	#
33	408.719	669	175	76	#
34	213.02	533	491	399	#
35	839.437	914	907	684	#
36	855.794	817	42	7	#
37	262.705	701	532	982	#
38	370.869	765	309	152	#
39	266.695	775	372	945	#
40	708.319	299	724	836	#
41	268.861	838	171	222	#
42	161.202	754	634	331	#
43	705.264	366	869	919	#
44	116.886	15	910	827	#
45	754.865	803	962	537	#
46	223.008	533	61	14	#
47	616.154	186	257	868	#
48	567.943	207	953	985	#
49	713.841	853	531	663	#
50	351.642	410	972	321	#
51	854.916	149	406	102	#
52	179.935	6	677	749	#
53	276.245	992	55	614	#
54	553.855	164	777	609	#
55	729.99	42	310	285	#
56	345.277	566	66	919	#
57	238.451	789	621	188	#
58	51.1335	299	76	597	#
59	916.577	11	705	15	#
60	400.712	650	314	3	#
61	308.2	712	679	800	#
62	453.988	4	53	531	#
63	11.194	210	215	185	#
64	673.707	60	141	97	#
65	977.058	323	396	17	#
66	579.869	616	853	931	#
67	762.081	467	42	227	#
68	502.54	582	10	520	#
69	180.049	864	694	284	#
70	637.344	250	556	802	#
71	260.595	783	721	108	#
72	77.7452	980	924	661	#
73	152.611	954	765	793	#
74	749.212	588	20	919	#
75	628.769	305	46	513	#
76	202.55	520	713	408	#
77	145.036	563	273	974	#
78	37.1971	578	524	353	#
79	988.172	404	71	553	#
80	319.99	396	500	111	#
81	904.551	102	971	225	#
82	740.882	628	204	550	#
83	745.248	426	31	475	#
84	404.332	642	963	879	#
85	85.1917	741	931	289	#
86	93.5443	967	167	196	#
87	478.267	14	998	61	#
88	564.481	30	728	113	#
89	995.63	787	194	197	#
90	927.539	109	875	67	#
91	961.065	65	827	637	#
92	457.006	122	396	866	#
93	345.107	595	968	522	#
94	231.894	191	634	80	#
95	108.711	775	592	235	#
96	856.469	848	990	320	#
97	897.634	831	766	64	#
98	134.776	305	139	234	#
99	880.278	411	374	645	#
100	980.685	42	239	963	#
101	194.608	816	917	461	#
102	33.4643	549	48	175	#
103	423.849	310	275	864	#
104	418.59	868	464	553	#
105	756.013	987	476	127	#
106	844.521	909	129	895	#
107	998.94	491	346	621	#
108	758.358	631	481	544	#
109	420.341	673	452	637	#
110	596.783	436	343	607	#
111	461.476	924	347	688	#
112	263.44	983	419	639	#
113	733.418	69	783	750	#
114	839.844	709	497	526	#
115	346.488	861	909	753	#
116	194.165	645	382	604	#
117	546.26	577	964	431	#
118	590.698	234	633	899	#
119	833.68	743	634	782	#
120	622.567	837	923	790	#
121	232.144	184	899	376	#
122	791.165	245	551	195	#
123	131.034	622	602	518	#
124	838.093	136	546	539	#
125	183.025	797	526	911	#
126	498.795	137	163	670	#
127	61.588	779	782	312	#
128	691.856	818	268	466	#
129	495.477	201	765	418	#
130	283.876	577	446	699	#
131	888.569	713	302	184	#
132	477.068	596	800	489	#
133	6.29974	360	648	528	#
134	555.216	70	609	663	#
135	664.018	603	634	63	#
136	193.334	634	929	775	#
137	87.9512	611	71	743	#
138	787.361	732	132	864	#
139	636.068	411	611	123	#
140	292.452	725	990	778	#
141	863.966	694	308	383	#
142	871.887	21	7	191	#
143	500.04	371	498	58	#
144	253.368	665	367	233	#
145	754.509	507	367	109	#
146	65.4357	916	883	32	#
147	528.5	47	623	234	#
148	583.959	279	54	107	#
149	512.232	164	177	215	#
150	257.153	922	872	691	#
151	865.443	392	155	179	#
152	97.281	714	178	429	#
153	158.57	732	841	469	#
154	528.175	635	647	54	#
155	519.754	57	574	418	#
156	559.961	893	837	895	#
157	480.657	101	64	502	#
158	225.821	657	705	288	#
159	843.108	341	968	119	#
160	60.3639	3	438	918	#
161	999.002	482	719	14	#
162	25.1612	111	446	118	#
163	527.459	998	810	439	#
164	694.213	173	238	785	#
165	566.079	917	263	277	#
166	700.599	742	94	617	#
167	407.282	726	813	681	#
168	415.302	686	286	376	#
169	6.00589	970	535	298	#
170	580.135	786	946	277	#
171	601.715	849	305	612	#
172	148.975	921	279	191	#
173	455.444	769	529	235	#
174	904.959	709	739	449	#
175	781.767	648	223	358	#
176	516.005	25	56	407	#
177	315.897	959	876	286	#
178	567.046	233	968	725	#
179	597.737	399	774	646	#
180	764.551	639	562	404	#
181	977.548	709	426	970	#
182	947.386	698	723	742	#
183	552.012	567	104	434	#
184	757.838	430	102	943	#
185	724.802	813	299	86	#
186	827.523	697	924	380	#
