%% File generated by CATS v.2.1Mon May  2 15:53:32 2016

%% The CATS webpage is http://robotics.stanford.edu/CATS

%% PARAMETER SETTINGS:
% Goods: 1000; Bids: 1000; Distribution: L3; Runs: 5; Seed: 1462237507
% Legacy distribution parameters:
% Number of goods chosen according to Constant distribution (const_goods = 3).
% Price chosen according to Fixed Random distribution (low_fixed = 0, high_fixed = 1000).


goods 1000
bids 1000
dummy 0

0	857.089	912	877	311	#
1	447.467	372	996	9	#
2	83.3327	747	151	28	#
3	580.215	79	970	7	#
4	997.844	88	865	154	#
5	637.193	65	703	729	#
6	925.873	336	364	282	#
7	480.451	768	590	309	#
8	626.818	317	999	704	#
9	46.76	499	716	100	#
10	798.465	706	373	167	#
11	44.1272	626	632	646	#
12	488.297	376	672	575	#
13	880.836	58	75	121	#
14	328.67	149	426	96	#
15	466.94	240	169	329	#
16	404.205	220	614	478	#
17	435.361	50	454	422	#
18	732.662	873	163	180	#
19	18.2143	491	914	699	#
20	794.604	396	608	179	#
21	283.714	750	381	914	#
22	282.54	987	969	290	#
23	689.993	840	226	202	#
24	256.852	505	808	868	#
25	944.385	271	584	995	#
26	193.615	644	180	663	#
27	970.207	975	859	527	#
28	988.571	888	157	753	#
29	377.806	89	687	952	#
30	841.844	694	397	763	#
31	212.588	323	253	158	#
32	89.5785	201	912	936	#
33	910.012	53	340	80	#
34	471.558	277	900	284	#
35	325.975	456	721	431	#
36	27.9458	273	769	926	#
37	430.761	422	942	864	#
38	803.637	107	322	784	#
39	755.682	679	934	784	#
40	805.337	464	930	564	#
41	963.802	472	751	104	#
42	204.298	867	544	870	#
43	979.565	115	454	40	#
44	606.782	986	394	510	#
45	956.917	611	310	21	#
46	324.644	846	733	12	#
47	991.461	542	73	972	#
48	970.042	601	35	92	#
49	889.416	515	20	230	#
50	371.135	863	234	538	#
51	494.648	603	183	140	#
52	759.723	527	692	236	#
53	44.726	74	466	219	#
54	417.137	321	785	349	#
55	777.983	997	345	735	#
56	481.298	16	606	589	#
57	545.74	84	9	488	#
58	415.7	383	808	779	#
59	497.373	86	104	57	#
60	720.185	693	593	253	#
61	0.57952	193	960	366	#
62	823.727	450	674	500	#
63	835.239	545	275	843	#
64	741.042	953	119	51	#
65	356.42	605	280	649	#
66	997.691	958	390	479	#
67	760.625	175	580	298	#
68	532.446	463	903	773	#
69	809.047	418	866	594	#
70	771.049	709	836	600	#
71	362.612	580	499	990	#
72	832.083	626	450	58	#
73	865.796	795	598	206	#
74	873.52	529	262	367	#
75	479.691	586	385	284	#
76	917.646	130	481	496	#
77	909.518	554	525	731	#
78	102.369	413	540	539	#
79	97.7487	451	789	66	#
80	198.555	564	676	893	#
81	861.253	682	287	209	#
82	405.868	291	862	98	#
83	239.331	226	609	33	#
84	893.691	433	931	817	#
85	789.246	453	628	142	#
86	289.082	526	845	482	#
87	316.83	138	956	317	#
88	330.275	525	416	121	#
89	561.97	550	334	504	#
90	202.137	801	529	826	#
91	172.257	636	481	950	#
92	649.06	585	466	404	#
93	892.81	119	205	925	#
94	821.128	749	139	80	#
95	276.255	341	390	258	#
96	951	616	658	385	#
97	374.074	131	824	413	#
98	381.82	566	268	172	#
99	809.013	229	556	568	#
100	170.523	5	921	503	#
101	347.968	876	490	838	#
102	476.307	133	283	235	#
103	595.727	543	653	878	#
104	210.605	754	903	906	#
105	712.209	845	650	286	#
106	972.77	486	506	987	#
107	119.272	287	0	722	#
108	124.763	129	60	548	#
109	7.92693	296	400	572	#
110	968.506	683	200	668	#
111	82.7466	654	717	899	#
112	381.151	30	785	904	#
113	387.503	640	845	142	#
114	936.375	726	735	500	#
115	244.527	639	815	352	#
116	493.902	450	159	383	#
117	310.018	711	243	755	#
118	474.825	778	558	218	#
119	498.513	453	724	215	#
120	556.871	240	894	71	#
121	61.9456	48	488	954	#
122	321.645	81	687	379	#
123	422.196	105	646	734	#
124	464.943	867	511	270	#
125	450.771	205	270	720	#
126	541.617	822	9	599	#
127	765.227	967	556	548	#
128	858.056	453	786	562	#
129	269.168	856	174	364	#
130	48.199	244	38	652	#
131	601.129	841	177	616	#
132	73.101	625	223	898	#
133	377.405	597	991	173	#
134	869.427	644	758	464	#
135	114.808	65	355	288	#
136	638.848	72	712	502	#
137	501.634	334	282	577	#
138	818.16	98	465	714	#
139	248.528	347	619	563	#
140	99.0592	263	459	202	#
141	95.715	373	152	992	#
142	476.846	839	504	936	#
143	679.005	920	139	678	#
144	198.945	830	843	598	#
145	864.235	548	529	462	#
146	656.96	967	59	729	#
147	848.263	779	873	849	#
